disease_name,k__Bacteria,k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales Enterococcaceae Enterococcus,k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales Clostridiaceae Clostridium,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Actinomycetaceae Actinomyces,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Micrococcaceae Rothia,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacteriales Bifidobacteriaceae Bifidobacterium,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacteriales Bifidobacteriaceae Scardovia,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Adlercreutzia,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Collinsella,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Eggerthella,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Slackia,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Bacteroidaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Bacteroidaceae Bacteroides,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Barnesiellaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Odoribacteraceae Butyricimonas,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Odoribacteraceae Odoribacter,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Paraprevotellaceae Paraprevotella,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Porphyromonadaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Porphyromonadaceae Parabacteroides,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Prevotellaceae Prevotella,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Rikenellaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales S24-7,k__Bacteriap__Cyanobacteriac__4C0d-2o__YS2,k__Bacteriap__Cyanobacteriac__Chloroplasto__Streptophyta,k__Bacteriap__Firmicutes,k__Bacteriap__Firmicutesc__Bacilli,k__Bacteriap__Firmicutesc__Bacillio__Gemellales Gemellaceae,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Aerococcaceae Abiotrophia,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Carnobacteriaceae Granulicatella,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Lactobacillaceae Lactobacillus,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Leuconostocaceae Leuconostoc,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Streptococcaceae Lactococcus,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Streptococcaceae Streptococcus,k__Bacteriap__Firmicutesc__Bacillio__Turicibacterales Turicibacteraceae Turicibacter,k__Bacteriap__Firmicutesc__Clostridia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Christensenellaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Christensenellaceae Christensenella,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Clostridiaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Clostridiaceae Sarcina,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Clostridiaceae SMB53,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Eubacteriaceae Pseudoramibacter_Eubacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Anaerostipes,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Blautia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Coprococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Dorea,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Lachnobacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Lachnospira,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Roseburia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Ruminococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Mogibacteriaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Peptococcaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Peptococcaceae rc4-4,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Peptostreptococcaceae Peptostreptococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Anaerotruncus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Butyricicoccus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Faecalibacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Oscillospira,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae 1-68,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Anaerococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Finegoldia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Parvimonas,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Peptoniphilus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae WAL_1855D,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Acidaminococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Dialister,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Megamonas,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Megasphaera,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Phascolarctobacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Veillonella,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Bulleidia,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae cc_115,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Coprobacillus,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Eubacterium,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Holdemania,k__Bacteriap__Fusobacteriac__Fusobacteriiao__Fusobacteriales Fusobacteriaceae Fusobacterium,k__Bacteriap__Fusobacteriac__Fusobacteriiao__Fusobacteriales Leptotrichiaceae Leptotrichia,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__RF32,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales Alcaligenaceae Sutterella,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales Oxalobacteraceae Oxalobacter,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionales Desulfovibrionaceae,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionales Desulfovibrionaceae Bilophila,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacterales Campylobacteraceae Campylobacter,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae Escherichia,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae Klebsiella,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae Actinobacillus,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae Haemophilus,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadales Moraxellaceae Acinetobacter,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadales Pseudomonadaceae Pseudomonas,k__Bacteriap__TM7c__TM7-3o__,k__Bacteriap__TM7c__TM7-3o__CW040 F16,k__Bacteriap__TM7c__TM7-3o__I025 Rs-045,k__Bacteriap__Verrucomicrobiac__Verrucomicrobiaeo__Verrucomicrobiales Verrucomicrobiaceae Akkermansia
Aut Control,-1.6646244312059,-7,-3.203274406041817,-7,-7,-7,-3.4462604438746895,-7,-7,-7,-7,-7,-7,-1.8609179298611251,-7,-0.310084033219167,-2.9573219677784515,-3.6802569789921766,-2.370216834745085,-2.060175218413047,-3.6802569789921766,-1.634581589017456,-4.524108871887622,-3.8263018268624616,-7,-7,-4.524108871887622,-2.7621099512327922,-7,-7,-7,-7,-7,-7,-7,-3.747169105100866,-7,-7,-1.5312444297937413,-7,-7,-7,-7,-7,-7,-1.3794339821476036,-2.9344611035257033,-2.8534342094460894,-2.7931423247713196,-4.047956533535288,-3.3793309905034623,-2.3794246182615355,-3.349374701823547,-2.3641850104706674,-7,-7,-7,-7,-1.1913097412612714,-7,-3.6222910314735164,-0.863560861670129,-1.8344785995090127,-7,-7,-7,-7,-4.524108871887622,-4.524108871887622,-2.6742841942087643,-7,-7,-1.882107071286615,-7,-1.5173874448021996,-3.321352046174476,-2.4321296263019967,-7,-7,-7,-7,-3.16377189540481,-2.167621822616276,-7,-7,-2.8012597060739126,-1.3869435657794993,-7,-7,-3.063114834872422,-7,-7,-7,-7,-7,-7,-3.747169105100866,-7,-7,-7,-7,-7,-1.5259961119650738
Aut Control,-1.9490990071373444,-7,-1.2440437635622554,-3.4524299581926443,-3.401291112359941,-7,-1.817821100143968,-7,-7,-7,-4.054120843645057,-7,-7,-1.9373379994519933,-7,-0.30387321589201743,-2.722151688736454,-7,-1.9958032666787173,-7,-7,-1.1906950038790203,-2.4161124761418145,-2.9753907696193935,-7,-7,-7,-2.4863980201548683,-7,-7,-7,-7,-7,-7,-3.8781935929182723,-2.940631820059716,-7,-7,-1.938998769029562,-3.8781935929182723,-2.940631820059716,-1.4652207637515424,-7,-2.599750914542868,-7,-1.4033339412523835,-3.209444664534959,-2.2383642356995797,-2.272849539651379,-3.241623936839008,-3.8781935929182723,-4.354659185616893,-2.878488964079821,-1.8293008413536,-2.0908198740928525,-7,-7,-3.5773276675425496,-1.5367561409714914,-3.2763797302715174,-3.656476094572818,-2.04388438441164,-1.9275045809112128,-3.355544563400134,-3.209444664534959,-3.656476094572818,-2.0908198740928525,-2.4062419765267604,-2.0979590335077605,-7,-7,-2.7645531880333905,-7,-3.753336883704533,-7,-7,-1.950805455746382,-2.5427145403063736,-7,-3.8781935929182723,-1.8140609758819772,-2.95766364414025,-7,-7,-7,-7,-2.9242428068561175,-7,-7,-3.4524299581926443,-3.753336883704533,-1.896247142406494,-1.1723725606502606,-7,-7,-3.8781935929182723,-4.054120843645057,-7,-7,-7,-7,-7,-7
Aut Control,-1.731163206373332,-7,-2.2126445185463304,-7,-7,-7,-2.507136772190189,-7,-7,-3.7309317511535096,-3.634068486832624,-7,-7,-1.7399370829541376,-7,-0.6657723822054566,-2.011001787136752,-2.6008144540638436,-2.82804632683416,-2.2878941302873046,-7,-2.0521872715186875,-0.8052089177451837,-4.332291115340916,-7,-7,-7,-2.4467226628585688,-3.8557925844609167,-7,-7,-7,-7,-7,-7,-3.333132003645918,-3.1870306895169063,-7,-1.3107962767324988,-2.8707952834597408,-7,-1.9791129580764655,-7,-3.0779010661074255,-7,-0.9800785752246807,-2.856073101764904,-2.145698741267098,-2.1571280410712914,-2.424728969056266,-2.7649985311234295,-2.562357670216779,-1.7027954705467243,-1.9458318762233926,-2.8707952834597408,-7,-4.031728078826795,-7,-1.0926757503775053,-7,-2.814683251039349,-0.8956331624862528,-1.649276468813193,-7,-7,-7,-3.8557925844609167,-7,-4.031728078826795,-7,-7,-2.7099539743659227,-7,-7,-7,-7,-2.4698898622635284,-7,-7,-7,-2.0007827255451893,-4.031728078826795,-7,-7,-3.7309317511535096,-2.6008144540638436,-1.2126508963994276,-4.031728078826795,-7,-3.291747820620683,-7,-3.634068486832624,-3.378879102936749,-7,-4.031728078826795,-7,-3.8557925844609167,-7,-7,-7,-7,-4.031728078826795,-2.2839991616460806
Aut Control,-2.03375807028188,-4.1283481002140645,-2.6590902897515254,-7,-4.1283481002140645,-7,-1.9812516320198998,-7,-2.554885264060685,-2.5323202252079793,-7,-7,-7,-2.3193633405953396,-7,-1.3295906386463276,-2.452226202946803,-2.9385627154309857,-7,-7,-4.428794864657695,-2.155798045066113,-0.6510151889805258,-3.3506834748731213,-7,-7,-3.429845245446308,-2.8984488187522506,-3.8276100141391827,-3.475589752842604,-4.1283481002140645,-3.350683474873998,-3.8276100141391827,-4.428794864657695,-3.9524514257486207,-2.1771025507623203,-2.6038698640189635,-7,-1.48301752000223,-7,-4.1283481002140645,-3.5846971296508334,-7,-1.8629325777236128,-7,-1.0620468716090041,-3.8276100141391827,-2.085564548978904,-1.3302805411800755,-3.730758406601177,-2.0777743985737636,-2.1795355427502208,-1.6474875584930202,-1.3685086177118824,-2.10981023289584,-7,-7,-7,-0.5297041058993927,-3.475589752842604,-2.068229193595599,-1.2382309663827336,-1.7240960982969604,-7,-7,-7,-7,-7,-4.1283481002140645,-7,-7,-3.2537929382134836,-7,-7,-7,-7,-2.1944268690948623,-7,-7,-4.428794864657695,-7,-2.8858606735661474,-7,-7,-7,-7,-3.5267260468802997,-7,-7,-4.428794864657695,-7,-2.8858606735661474,-2.7486965243536505,-7,-4.1283481002140645,-7,-3.9524514257486207,-7,-7,-3.9524514257486207,-7,-7,-7
Aut Control,-1.8749713126685026,-7,-2.420985981513515,-7,-7,-7,-1.4880952949085842,-7,-3.9212373690532827,-7,-7,-7,-7,-2.1606686457134407,-7,-0.9394789933460873,-1.159671315613545,-3.1433881078737658,-1.5359920156798792,-7,-3.553467639440342,-1.1424838998874771,-1.9673532434028962,-3.3572294811654575,-7,-3.0976366592398046,-7,-2.3693270931276293,-7,-7,-7,-7,-4.09714753532758,-7,-7,-3.6995335480470994,-7,-7,-1.310938729581542,-1.995596215698948,-3.7963892071571457,-7,-7,-3.6995335480470994,-7,-0.9859241868644116,-2.7359395595409506,-2.1086808467988005,-1.242474086598554,-4.397634705286573,-7,-1.7397538080817672,-3.252515315115005,-1.707637328651696,-2.7966338532843693,-3.62038854171109,-7,-7,-0.9236308683735558,-3.495495108995257,-3.284694023274729,-1.1379337707222623,-1.8646917495981552,-7,-7,-7,-7,-7,-4.09714753532758,-2.6063118034864208,-7,-7,-7,-7,-1.114289737147582,-3.495495108995257,-2.529474618022947,-7,-7,-7,-4.397634705286573,-4.09714753532758,-7,-7,-2.3231649344725906,-7,-2.165718564916677,-7,-3.3572294811645675,-2.7652272860531992,-4.397634705286573,-4.09714753532758,-3.3986122805912973,-7,-7,-7,-7,-7,-7,-7,-4.09714753532758,-7,-1.2100730355633469
Aut Control,-2.1842824815112745,-7,-2.39422788124225,-7,-7,-7,-1.6701822668353097,-7,-2.62998338468234,-3.564341065669602,-7,-7,-7,-2.62998338468234,-7,-1.0782110807739078,-1.6635852924188421,-7,-2.4061268055160054,-7,-7,-1.6422921784847562,-1.1102649061556888,-2.6299833846812284,-7,-2.772082975363431,-4.26267446942685,-2.5732580286559315,-7,-4.26267446942685,-4.26267446942685,-7,-7,-3.9620422397573707,-3.786083650367089,-2.202765598577255,-2.96240054090463,-7,-1.4675890741172875,-2.786322557941202,-7,-3.661211263790727,-7,-2.758295493879632,-4.26267446942685,-1.053686859771515,-2.2949788517169925,-1.6485712164737112,-1.2931226369129771,-2.9017078954965534,-4.26267446942685,-4.26267446942685,-2.254862384306674,-1.28803771456174,-1.8690154730441595,-7,-7,-7,-0.49549850876013174,-4.26267446942685,-2.5732580286559315,-1.3126180150945777,-1.6433324007163226,-7,-7,-7,-3.786083650367089,-7,-2.695247112086048,-3.786083650367089,-7,-1.5129605562453898,-2.661390459530027,-7,-7,-3.786083650367089,-1.7721061024723175,-7,-7,-3.786083650367089,-3.564341065669602,-2.96240054090463,-7,-7,-7,-7,-3.149465739126075,-7,-7,-3.1172854322268146,-7,-3.9620422397573707,-3.661211263790727,-7,-7,-7,-4.26267446942685,-3.9620422397573707,-7,-3.661211263790727,-7,-7,-2.2340791433337084
Aut Control,-1.8690649988398607,-3.7249620543863498,-3.8218144362076485,-7,-4.4230108762109,-7,-1.82318687379138,-7,-4.122556390601001,-4.122556390601577,-3.277952252650074,-3.7249620543863498,-7,-2.0758526251530762,-7,-0.5884085241140979,-2.1617052680361883,-7,-1.826464561654826,-7,-4.122556390601577,-1.3726232452046376,-2.1209608647194944,-3.2199706012733786,-7,-7,-7,-2.3788292911108884,-7,-7,-7,-7,-7,-7,-7,-3.9466571378296496,-3.7249620543863498,-7,-1.1359128405246195,-2.3068825604964736,-7,-3.9466571378296496,-7,-4.122556390601577,-4.4230108762109,-1.4405351752271018,-3.009144956099209,-1.8965293368233407,-1.897819950121743,-3.277952252650074,-3.3101306003878874,-3.277952252650074,-2.3672476919805225,-1.542776487684941,-2.7806837726329614,-7,-7,-7,-0.8034018938043456,-3.3448853151913953,-7,-0.9477654481698216,-1.1356892658026816,-7,-4.122556390601577,-7,-7,-3.9466571378296496,-7,-2.8113506745952903,-7,-7,-3.043903366237333,-7,-1.3733953226647115,-7,-2.2423114845148664,-7,-7,-7,-3.009144956099209,-3.7249620543863498,-2.6682675712233364,-7,-2.8113506745952903,-7,-2.313564009360989,-7,-4.4230108762109,-2.5852968548858897,-7,-2.1688837476276337,-1.5502595202517475,-3.8218144362076485,-7,-7,-7,-7,-7,-7,-7,-7,-3.123075002517918
Aut Control,-2.0587642744171823,-7,-4.2538889554880575,-7,-7,-7,-2.2418240953443953,-7,-7,-7,-7,-7,-7,-2.530378300565077,-7,-1.0538179093743338,-1.7922682092879185,-7,-1.879917259199081,-7,-3.6524137904815555,-1.267001830997712,-1.8044170225007325,-2.514292016259769,-7,-3.9532487565196575,-7,-3.0505001288685216,-7,-7,-7,-7,-7,-7,-7,-3.9532487565196575,-7,-7,-0.9575648550388247,-1.261673007286832,-3.555542793909986,-7,-7,-2.9122107358480305,-7,-1.5689255508793143,-2.9324124323728253,-2.4351131357299227,-2.8396655273400895,-7,-3.6524137904815555,-2.611198481015315,-3.300339660017259,-0.8197804913961763,-2.6864460770058236,-7,-3.9532487565196575,-7,-0.9613059470694623,-3.1084851066466164,-3.555542793909986,-1.0348220424798624,-1.057387845282452,-7,-7,-7,-7,-7,-7,-4.2538889554880575,-7,-1.579806107909672,-7,-7,-7,-3.6524137904815555,-2.9535998729281725,-7,-7,-7,-3.9532487565196575,-3.47638756076748,-7,-7,-2.874425131713811,-7,-2.469326266785025,-7,-7,-2.601439037974296,-7,-2.276937076535033,-1.732222321277813,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1.191334865389589
Aut Control,-2.025879559378,-7,-2.875884791564549,-7,-7,-7,-2.4609315264622897,-7,-7,-4.573258670987968,-4.097222577301923,-7,-7,-1.7945674127378128,-7,-1.117004965723829,-7,-7,-2.4885142250077843,-2.4710708613081893,-7,-1.5536965778551042,-0.345897023882557,-3.1124331671916505,-7,-7,-7,-2.650588719002687,-7,-7,-7,-7,-7,-7,-7,-3.213088652199523,-3.4955702214326627,-7,-1.1717662648725897,-3.9724196766736504,-4.27304229179388,-4.097222577301923,-7,-2.717532271055243,-7,-1.364835575107917,-2.562034363724113,-2.4105233985586656,-1.8392855316825556,-3.7964642960923465,-7,-2.2150448229102464,-1.927500785670704,-1.5586885054461173,-3.7964642960923465,-7,-4.573258670987968,-7,-1.3174479621204076,-7,-3.9724196766736504,-0.9441541563261447,-1.9009419751726697,-7,-7,-7,-7,-7,-4.573258670987968,-2.884658049875061,-7,-2.688375513936191,-7,-7,-1.5612061525279584,-3.0307727658134516,-2.775520980480691,-7,-7,-4.573258670987968,-7,-3.875591185646979,-7,-7,-7,-4.27304229179388,-1.96742837865679,-7,-7,-3.729556336693854,-7,-7,-7,-7,-4.097222577301923,-7,-2.902754854954293,-7,-7,-7,-7,-7,-2.748788273522148
